CCI ID,Description,NIST Revision,Type
CCI-002802,Defines personnel or roles to review and approve the incident response plan.,NIST SP 800-53 Revision 5,Policy
CCI-002803,Defines incident response personnel (identified by name and/or by role) and organizational elements to whom incident response plan changes will be communicated.,NIST SP 800-53 Revision 5,Policy
CCI-002804,Protect the incident response plan from unauthorized disclosure and modification.,NIST SP 800-53 Revision 5,Policy
CCI-002805,Respond to information spills by identifying the specific information involved in the system contamination.,NIST SP 800-53 Revision 5,Policy
CCI-002806,Respond to information spills by alerting organization-defined personnel or roles of the information spill using a method of communication not associated with the spill.,NIST SP 800-53 Revision 5,Policy
CCI-002807,Defines the personnel or roles to be alerted of information spills using a method of communication not associated with the spill.,NIST SP 800-53 Revision 5,Policy
CCI-002808,Respond to information spills by isolating the contaminated system or system component.,NIST SP 800-53 Revision 5,Policy
CCI-002809,Respond to information spills by eradicating the information from the contaminated system or component.,NIST SP 800-53 Revision 5,Policy
CCI-002810,Respond to information spills by identifying other systems or system components that may have been subsequently contaminated.,NIST SP 800-53 Revision 5,Policy
CCI-002811,Respond to information spills by performing additional organization-defined actions.,NIST SP 800-53 Revision 5,Policy
CCI-002812,Defines additional actions required to respond to information spills.,NIST SP 800-53 Revision 5,Policy
CCI-002816,Provide information spillage response training according to an organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
CCI-002817,Defines the frequency with which to provide information spillage response training.,NIST SP 800-53 Revision 5,Policy
CCI-002818,Implement organization-defined procedures to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions.,NIST SP 800-53 Revision 5,Policy
CCI-002819,Defines the procedures to be implemented to ensure that organizational personnel impacted by information spills can continue to carry out assigned tasks while contaminated systems are undergoing corrective actions.,NIST SP 800-53 Revision 5,Policy
CCI-002820,Employ organization-defined controls for personnel exposed to information not within assigned access authorizations.,NIST SP 800-53 Revision 5,Policy
CCI-002821,Defines the controls to be employed for personnel exposed to information not within assigned access authorizations.,NIST SP 800-53 Revision 5,Policy
CCI-002823,Defines the controls to be implemented to protect the system's memory from unauthorized code execution.,NIST SP 800-53 Revision 5,Policy
CCI-002824,Implement organization-defined controls to protect its memory from unauthorized code execution.,NIST SP 800-53 Revision 5,Technical
CCI-002825,Defines the personnel or roles to whom the organizational-level; mission/business process-level; and/or system-level contingency planning policy is to be disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-002826,Defines personnel or roles to whom the contingency planning procedures are disseminated.,NIST SP 800-53 Revision 5,Policy
CCI-002827,Coordinate the contingency plan with the contingency plans of external service providers to ensure that contingency requirements can be satisfied.,NIST SP 800-53 Revision 5,Policy
CCI-002828,Identify critical system assets supporting all or essential mission functions.,NIST SP 800-53 Revision 5,Policy
CCI-002829,Identify critical system assets supporting all or essential business functions.,NIST SP 800-53 Revision 5,Policy
CCI-002830,Defines the personnel or roles who review and approve the contingency plan for the system.,NIST SP 800-53 Revision 5,Policy
CCI-002831,Defines a list of key contingency personnel (identified by name and/or by role) and organizational elements to whom contingency plan changes are to be communicated.,NIST SP 800-53 Revision 5,Policy
CCI-002832,Protects the contingency plan from unauthorized disclosure and modification.,NIST SP 800-53 Revision 5,Policy
CCI-002833,Defines the time period that contingency training is to be provided to system users consistent with assigned roles and responsibilities within assuming a contingency role or responsibility.,NIST SP 800-53 Revision 5,Policy
CCI-002834,Provide contingency training to system users consistent with assigned roles and responsibilities when required by system changes.,NIST SP 800-53 Revision 5,Policy
CCI-002835,Test the contingency plan at the alternate processing site to evaluate the capabilities of the alternate processing site to support contingency operations.,NIST SP 800-53 Revision 5,Policy
CCI-002836,Ensure that the alternate storage site provides security controls equivalent to that of the primary site.,NIST SP 800-53 Revision 5,Policy
CCI-002837,Plan for circumstances that preclude returning to the primary processing site.,NIST SP 800-53 Revision 5,Policy
CCI-002838,Prepare for circumstances that preclude returning to the primary processing site.,NIST SP 800-53 Revision 5,Policy
CCI-002839,Defines system operations that are permitted to transfer and resume at an alternate processing site for essential missions/business functions when the primary processing capabilities are unavailable.,NIST SP 800-53 Revision 5,Policy
CCI-002840,Defines the system operations to be resumed for essential mission functions within the organization-defined time period when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites.,NIST SP 800-53 Revision 5,Policy
CCI-002841,Defines the system operations to be resumed for essential business functions within the organization-defined time period when the primary telecommunications capabilities are unavailable at either the primary or alternate processing or storage sites.,NIST SP 800-53 Revision 5,Policy
CCI-002842,Review provider contingency plans to ensure that the plans meet organizational contingency requirements.,NIST SP 800-53 Revision 5,Policy
CCI-002843,Defines the frequency with which to obtain evidence of contingency testing by providers.,NIST SP 800-53 Revision 5,Policy
CCI-002844,Defines the frequency with which to obtain evidence of contingency training by providers.,NIST SP 800-53 Revision 5,Policy
CCI-002845,Obtain evidence of contingency testing by providers in accordance with organization-defined frequency.,NIST SP 800-53 Revision 5,Policy
